batch	bank	source_rows	word	field	severity	category	current	correct	why
adjectives_010	adjectives	6638	genant	english	medium	gloss	coy/embarrassing	bashful/shy/coy/embarrassed	`genant` describes someone who is bashful or embarrassed, not something that causes embarrassment.
adjectives_010	adjectives	6641	gerollt	word	high	notadj	rolled	remove from the adjective bank and teach as the past participle of `rollen`	The row gives only the ordinary productive participle of the verb.
adjectives_010	adjectives	6644	geschlachtet	word	high	notadj	slaughtered	remove from the adjective bank and teach as the past participle of `schlachten`	This is a transparent passive/result participle, not an independent adjective lemma.
adjectives_010	adjectives	6655	getippt	word; cefrLevel	high	notadj	typed; B1	remove from the adjective bank and teach as the past participle of `tippen`	The assigned B1 card is merely a productive verb form; it should not be independently levelled as an adjective.
adjectives_010	adjectives	6662	grantig	english	low	gloss	grumpy/ornery	grumpy/bad-tempered	“Ornery” is chiefly North American and is a poor active equivalent for an app targeting British English.
adjectives_010	adjectives	6679	halbstark	english	low	gloss	rowdy adolescent/teenage	adolescent/teenage; loutish/rowdy (of an adolescent)	The current slash list mixes a noun phrase with an adjective and does not clearly convey the often disparaging nuance.
adjectives_010	adjectives	6717	humanmedizinisch	english	low	gloss	human medicine	relating to human medicine/human-medical	The current value is a noun phrase and does not itself provide an English adjective equivalent.
adjectives_010	adjectives	6722	ideengeschichtlich	english	medium	gloss	intellectual-historical	relating to the history of ideas/history-of-ideas	The adjective specifically concerns the history of ideas; the current wording blurs it with broader `geistesgeschichtlich` intellectual history.
adjectives_010	adjectives	6758	kastriert	word	high	notadj	castrated	remove from the adjective bank and teach as the past participle of `kastrieren`	The supplied meaning is solely the transparent result of the verb's action.
adjectives_010	adjectives	6768	klerikal	english	medium	gloss	clerical	clerical (relating to the clergy)/pro-clerical	Unqualified English “clerical” commonly means office or administrative work, a sense `klerikal` does not have.
adjectives_010	adjectives	6776	konfliktlos	english	low	gloss	conflictless	conflict-free/without conflict	“Conflictless” is rare and unnatural compared with ordinary British English “conflict-free”.
adjectives_010	adjectives	6780	konsensfähig	english	low	gloss	capable of consensus	capable of attracting/commanding consensus; acceptable to all sides	“Capable of consensus” is an opaque calque and does not show that a proposal or person can win broad agreement.
adjectives_010	adjectives	6787	körperbetont	english	medium	gloss	formfitting/physical	form-fitting/figure-hugging	For clothing the adjective means close-fitting and emphasising the body; bare “physical” is not an equivalent.
adjectives_010	adjectives	6788	körperfremd	english	medium	gloss	exogenous	foreign to the body/not naturally present in the body	“Exogenous” only means originating outside a system and is broader than the specifically bodily incompatibility or foreignness expressed here.
adjectives_010	adjectives	6790	kostenmäßig	english	low	gloss	cost-wise	cost-related; in terms of cost	The current value gives only an informal adverbial expression and no usable attributive adjective.
adjectives_010	adjectives	6791	krachledern	english	high	gloss	of leather (Bavarian)	rough-hewn/rustic/blunt and forceful	The lexical adjective figuratively describes a coarse, hearty or forceful style; it does not simply mean made of Bavarian leather.
adjectives_010	adjectives	6811	ledern	english	low	gloss	dry/dull/leather	made of leather/leathery; stiff/wooden (figurative)	Bare “leather” is unclear as an adjective and “dry/dull” does not accurately capture the figurative sense of stiff, awkward delivery.
adjectives_010	adjectives	6832	magensaftresistent	english	low	gloss	enteric/entericcoated/gastric juice-resistant	gastro-resistant/enteric-coated/resistant to gastric juice	“Entericcoated” is malformed, and bare “enteric” merely means relating to the intestine rather than necessarily resistant to gastric juice.
adjectives_010	adjectives	6844	mehrsilbig	english	low	gloss	multisyllable	multisyllabic/polysyllabic	“Multisyllable” is not the normal English adjective; “multisyllabic” is the learner-safe form.
adjectives_010	adjectives	6880	nebenwirkungsfrei	english	low	gloss	free of adverse effect	free of side effects/without adverse effects	The countable English noun needs a plural here, and “side effects” is the natural learner equivalent.
adjectives_010	adjectives	6894	niveaulos	english	medium	gloss	lowbrow/mediocre	tasteless/low-standard/lacking in class or substance	`niveaulos` criticises a lack of standards, class or substance; “mediocre” can merely mean average and “lowbrow” concerns intellectual taste.
adjectives_010	adjectives	6898	obrigkeitlich	english	medium	gloss	governmental	imposed by/relating to the authorities; authoritarian	The German evokes top-down official authority and often an authoritarian attitude; broad neutral “governmental” loses that defining nuance.
adjectives_010	adjectives	6914	ozeanographisch	whole row	low	duplicate	separate from `ozeanografisch`, both glossed oceanographic	retain one canonical entry and show the other as an accepted spelling variant	These are orthographic variants of the same adjective and make duplicate learner cards.
adjectives_010	adjectives	6916	pädosexuell	english	low	spelling	pedosexual	paedosexual/sexually attracted to children	The bank targets British English, in which the corresponding combining form is normally `paedo-`; the explanatory phrase is also clearer than the rare technical term alone.
adjectives_010	adjectives	6926	paulinisch	english	low	spelling	pauline	Pauline	The English adjective derived from the proper name Paul is capitalised.
adjectives_010	adjectives	6927	pausbäckig	english	low	spelling	chubby cheeked	chubby-cheeked	The compound adjective requires a hyphen before the noun.
adjectives_010	adjectives	6931	pflegeintensiv	english	medium	gloss	labour-intensive (in care)	requiring intensive/a great deal of care; high-maintenance	The German describes a patient, plant, product or process needing much care; it does not generally mean labour-intensive work performed within a care setting.
adjectives_010	adjectives	6932	pflichtbewusst	cefrLevel	medium	cefr	C1	approximately B1–B2	This transparent and common personality/work adjective meaning “dutiful/conscientious” is substantially over-levelled at C1.
adjectives_010	adjectives	6939	porentief	english	low	gloss	deep-pore	deep into the pores/pore-deep; deep-cleansing in the common cosmetic context	Bare “deep-pore” is an incomplete English modifier and does not clearly express penetration or cleaning deep into the pores.
adjectives_010	adjectives	6944	präzisiert	word	high	notadj	specified more precisely	remove from the adjective bank and teach as the past participle of `präzisieren`	This is a productive event/result participle with no independent lexical adjective meaning supplied.
adjectives_010	adjectives	6951	provenzalisch	english	low	spelling	provençal	Provençal	English capitalises this adjective derived from the proper place name Provence.
adjectives_010	adjectives	6965	radikalisch	english	medium	gloss	radical/radically	(chemistry) radical/free-radical; by a radical mechanism	`radikalisch` is a chemistry term about free radicals and is not the general adjective “radical” (`radikal`); the missing domain label creates a strong false-friend risk.
adjectives_010	adjectives	6969	rebellierend	word; english	high	notadj	rebelling/rebellious	remove from the adjective bank and teach the present participle under `rebellieren`; use `rebellisch` for “rebellious”	`rebellierend` means currently engaging in rebellion, while the lexical character adjective “rebellious” is `rebellisch`.
adjectives_010	adjectives	6974	regierungsfähig	english	low	gloss	capable of government	capable of governing/fit to govern	“Capable of government” is not idiomatic English and can be misunderstood as describing a system rather than a party or coalition.
adjectives_010	adjectives	6980	restaurativ	english	high	gloss	restorative	restorationist/aimed at restoring the old political or social order/reactionary	German `restaurativ` normally concerns political or social restoration; English “restorative” usually means healing or replenishing and therefore teaches a false everyday sense.
adjectives_011	adjectives	7006	schlängelnd	word	high	notadj	"""meandering/winding"""	remove from the adjective bank and teach as the present participle of `sich schlängeln`	This is the ordinary productive participle describing something that is currently winding or meandering, not an independent adjective lemma.
adjectives_011	adjectives	7014	schulterzuckend	word	high	notadj	"""shrugging"""	remove from the adjective bank and teach `mit den Schultern zucken` or the participle under `schulterzucken`	The form is a contextual present participle, used chiefly adverbially to describe someone shrugging, rather than a lexical adjective.
